Date,Close,High,Low,Open,Volume
6/2/95,532.5100098,536.9099731445312,529.5499877929688,533.4899902,366000000
6/5/95,535.5999755859375,537.7299805,532.4699707,532.5100098,337520000
6/6/95,535.5499877929688,537.0900268554688,535.1400146484375,535.5999755859375,340490000
6/7/95,533.1300048828125,535.5499877929688,531.6599731445312,535.5499877929688,327790000
6/8/95,532.3499755859375,533.5599975585938,531.6500244140625,533.1300048828125,289880000
6/9/95,527.9400024414062,532.3499755859375,526,532.3499755859375,327570000
6/12/95,530.8800048828125,532.5399780273438,527.9400024414062,527.9400024414062,289920000
6/13/95,536.0499877929688,536.2299805,530.8800048828125,530.8800048828125,339660000
6/14/95,536.4699707,536.4799805,533.8300170898438,536.0499877929688,330770000
6/15/95,537.1199951171875,539.0700073242188,535.5599975585938,536.4799805,334700000
6/16/95,539.8300170898438,539.9799805,537.1199951171875,537.5100098,442740000
6/19/95,545.2199707,545.2199707,539.8300170898438,539.8300170898438,322990000
6/20/95,544.9799805,545.4400024414062,543.4299926757812,545.2199707,382370000
6/21/95,543.9799805,545.9299926757812,543.9000244140625,544.9799805,398210000
6/22/95,551.0700073242188,551.0700073242188,543.9799805,543.9799805,421000000
6/23/95,549.7100219726562,551.0700073242188,548.2299805,551.0700073242188,321660000
6/26/95,544.1300048828125,549.7899780273438,544.0599975585938,549.7100219726562,296720000
6/27/95,542.4299926757812,547.0700073242188,542.1900024414062,544.1099853515625,346950000
6/28/95,544.7299805,546.3300170898438,540.7199707,542.4299926757812,368060000
6/29/95,543.8699951171875,546.25,540.7899780273438,544.7299805,313080000
6/30/95,544.75,546.8200073242188,543.5100098,543.8699951171875,311650000
7/3/95,547.0900268554688,547.0999755859375,544.4299926757812,544.75,117900000
7/5/95,547.2600098,549.9799805,546.2800293,547.0900268554688,357850000
7/6/95,553.9899902,553.9899902,546.5900268554688,547.2600098,420500000
7/7/95,556.3699951171875,556.5700073242188,553.0499877929688,553.9000244140625,466540000
7/10/95,557.1900024414062,558.4799805,555.7700195,556.3699951171875,409700000
7/11/95,554.7800293,557.1900024414062,553.7999877929688,556.7800293,376770000
7/12/95,560.8900146484375,561.5599975585938,554.2700195,555.2700195,416360000
7/13/95,561,562,559.0700073242188,560.8900146484375,387500000
7/14/95,559.8900146484375,561,556.4099731445312,561,312930000
7/17/95,562.7199707,562.9400024414062,559.4500122070312,560.3400268554688,322540000
7/18/95,558.4600219726562,562.7199707,556.8599853515625,562.5499877929688,372230000
7/19/95,550.9799805,558.4600219726562,542.5100098,556.5800170898438,489850000
7/20/95,553.5399780273438,554.4299926757812,549.0999755859375,550.9799805,383380000
7/21/95,553.6199951171875,554.7299805,550.9099731445312,553.3400268554688,431830000
7/24/95,556.6300048828125,557.2100219726562,553.6199951171875,553.6199951171875,315300000
7/25/95,561.0999755859375,561.75,556.3400268554688,556.6300048828125,373200000
7/26/95,561.6099853515625,563.7800293,560.8499755859375,561.0999755859375,393470000
7/27/95,565.2199707,565.3300170898438,561.6099853515625,561.6099853515625,356570000
7/28/95,562.9299926757812,565.4000244140625,562.0399780273438,565.2199707,311590000
7/31/95,562.0599975585938,563.4899902,560.0599975585938,562.9299926757812,291950000
8/1/95,559.6400146484375,562.1099853515625,556.6699829101562,562.0599975585938,332210000
8/2/95,558.7999877929688,565.6199951171875,557.8699951171875,559.6400146484375,374330000
8/3/95,558.75,558.7999877929688,554.0999755859375,558.7999877929688,353110000
8/4/95,558.9400024414062,559.5700073242188,557.9099731445312,558.75,314740000
8/7/95,560.0300293,561.2399902,558.9400024414062,558.9400024414062,277050000
8/8/95,560.3900146484375,561.5300293,558.3200073242188,560.0300293,306090000
8/9/95,559.7100219726562,561.5900268554688,559.2899780273438,560.3900146484375,303390000
8/10/95,557.4500122070312,560.6300048828125,556.0499877929688,559.7100219726562,306660000
8/11/95,555.1099853515625,558.5,553.0399780273438,557.4500122070312,267850000
8/14/95,559.7399902,559.7399902,554.7600098,555.1099853515625,264920000
8/15/95,558.5700073242188,559.9799805,555.2199707,559.7399902,330070000
8/16/95,559.9699707,559.9799805,557.3699951171875,558.5700073242188,390170000
8/17/95,559.0399780273438,559.9699707,557.4199829101562,559.9699707,354460000
8/18/95,559.2100219726562,561.2399902,558.3400268554688,559.0399780273438,320490000
8/21/95,558.1099853515625,563.3400268554688,557.8900146484375,559.2100219726562,303200000
8/22/95,559.5200195,559.5200195,555.8699951171875,558.1099853515625,290890000
8/23/95,557.1400146484375,560,557.0800170898438,559.5200195,291890000
8/24/95,557.4600219726562,558.6300048828125,555.2000122070312,557.1400146484375,299200000
8/25/95,560.0999755859375,561.3099975585938,557.4600219726562,557.4600219726562,255990000
8/28/95,559.0499877929688,562.2199707,557.9899902,560.0999755859375,267860000
8/29/95,560,560.0100098,555.7100219726562,559.0499877929688,311290000
8/30/95,560.9199829101562,561.5200195,559.4899902,560,329840000
8/31/95,561.8800048828125,562.3599853515625,560.4899902,561.0900268554688,300920000
9/1/95,563.8400268554688,564.6199951171875,561.0100098,561.8800048828125,256730000
9/5/95,569.1699829101562,569.2000122070312,563.8400268554688,563.8599853515625,332670000
9/6/95,570.1699829101562,570.5300293,569,569.1699829101562,369540000
9/7/95,570.2899780273438,571.1099853515625,569.2299805,570.1699829101562,321720000
9/8/95,572.6799926757812,572.6799926757812,569.2700195,570.2899780273438,317940000
9/11/95,573.9099731445312,575.1500244140625,572.6799926757812,572.6799926757812,296840000
9/12/95,576.5100098,576.5100098,573.1099853515625,573.9099731445312,344540000
9/13/95,578.7700195,579.7199707,575.4699707,576.5100098,384380000
9/14/95,583.6099853515625,583.9899902,578.7700195,578.7700195,382880000
9/15/95,583.3499755859375,585.0700073242188,581.7899780273438,583.6099853515625,459370000
9/18/95,582.7700195,583.3699951171875,579.3599853515625,583.3499755859375,326090000
9/19/95,584.2000122070312,584.2399902,580.75,582.7800293,371170000
9/20/95,586.7700195,586.7700195,584.1799926757812,584.2000122070312,400050000
9/21/95,583,586.7899780273438,580.9099731445312,586.7700195,367100000
9/22/95,581.7299805,583,578.25,583,370790000
9/25/95,581.8099975585938,582.1400146484375,579.5,581.7299805,273120000
9/26/95,581.4099731445312,584.6599731445312,580.6500244140625,581.8099975585938,363630000
9/27/95,581.0399780273438,581.4199829101562,574.6799926757812,581.4099731445312,411300000
9/28/95,585.8699951171875,585.8800048828125,580.6900024414062,581.0399780273438,367720000
9/29/95,584.4099731445312,587.6099853515625,584,585.8699951171875,335250000
10/2/95,581.7199707,585.0499877929688,580.5399780273438,584.4099731445312,304990000
10/3/95,582.3400268554688,582.3400268554688,578.4799805,581.7199707,385940000
10/4/95,581.4699707,582.3400268554688,579.9099731445312,582.3400268554688,339380000
10/5/95,582.6300048828125,582.6300048828125,579.5800170898438,581.4699707,367480000
10/6/95,582.4899902,584.5399780273438,582.0999755859375,582.6300048828125,313680000
10/9/95,578.3699951171875,582.4899902,576.3499755859375,582.4899902,275320000
10/10/95,577.5200195,578.3699951171875,571.5499877929688,578.3699951171875,412710000
10/11/95,579.4600219726562,579.5200195,577.0800170898438,577.5200195,340740000
10/12/95,583.0999755859375,583.1199951171875,579.4600219726562,579.4600219726562,344060000
10/13/95,584.5,587.3900146484375,583.0999755859375,583.0999755859375,374680000
10/16/95,583.0300293,584.8599853515625,582.6300048828125,584.5,300750000
10/17/95,586.7800293,586.7800293,581.9000244140625,583.0300293,356380000
10/18/95,587.4400024414062,589.7700195,586.2700195,586.7800293,411270000
10/19/95,590.6500244140625,590.6599731445312,586.3400268554688,587.4400024414062,406620000
10/20/95,587.4600219726562,590.6599731445312,586.7800293,590.6500244140625,389360000
10/23/95,585.0599975585938,587.4600219726562,583.7299805,587.4600219726562,330750000
10/24/95,586.5399780273438,587.3099975585938,584.75,585.0599975585938,415540000
10/25/95,582.4699707,587.1900024414062,581.4099731445312,586.5399780273438,433620000
10/26/95,576.7199707,582.6300048828125,572.5300293,582.4699707,464270000
10/27/95,579.7000122070312,579.7100219726562,573.2100219726562,576.7199707,379230000
10/30/95,583.25,583.7899780273438,579.7000122070312,579.7000122070312,319160000
10/31/95,581.5,586.7100219726562,581.5,583.25,377390000
11/1/95,584.2199707,584.2399902,581.0399780273438,581.5,378090000
11/2/95,589.7199707,589.7199707,584.2199707,584.2199707,397070000
11/3/95,590.5700073242188,590.5700073242188,588.6500244140625,589.7199707,348500000
11/6/95,588.4600219726562,590.6400146484375,588.3099975585938,590.5700073242188,309100000
11/7/95,586.3200073242188,588.4600219726562,584.2399902,588.4600219726562,364680000
11/8/95,591.7100219726562,591.7100219726562,586.3200073242188,586.3200073242188,359780000
11/9/95,593.2600098,593.9000244140625,590.8900146484375,591.7100219726562,380760000
11/10/95,592.7199707,593.2600098,590.3900146484375,593.2600098,298690000
11/13/95,592.2999877929688,593.7199707,590.5800170898438,592.7199707,295840000
11/14/95,589.2899780273438,592.2999877929688,588.9799805,592.2999877929688,354420000
11/15/95,593.9600219726562,593.9699707,588.3599853515625,589.2899780273438,376100000
11/16/95,597.3400268554688,597.9099731445312,593.5200195,593.9600219726562,423280000
11/17/95,600.0700073242188,600.1400146484375,597.2999877929688,597.3400268554688,437200000
11/20/95,596.8499755859375,600.4000244140625,596.1699829101562,600.0700073242188,333150000
11/21/95,600.2399902,600.2800293,595.4199829101562,596.8499755859375,408320000
11/22/95,598.4000244140625,600.7100219726562,598.4000244140625,600.2399902,404980000
11/24/95,599.9699707,600.2399902,598.4000244140625,598.4000244140625,125870000
11/27/95,601.3200073242188,603.3499755859375,599.9699707,599.9699707,359130000
11/28/95,606.4500122070312,606.4500122070312,599.0200195,601.3200073242188,408860000
11/29/95,607.6400146484375,607.6599731445312,605.4699707,606.4500122070312,398280000
11/30/95,605.3699951171875,608.6900024414062,605.3699951171875,607.6400146484375,440050000
12/1/95,606.9799805,608.1099853515625,605.3699951171875,605.3699951171875,393310000
12/4/95,613.6799926757812,613.8300170898438,606.8400268554688,606.9799805,405480000
12/5/95,617.6799926757812,618.4799805,613.1400146484375,613.6799926757812,437360000
12/6/95,620.1799926757812,621.1099853515625,616.6900024414062,617.6799926757812,417780000
12/7/95,616.1699829101562,620.1900024414062,615.2100219726562,620.1799926757812,379260000
12/8/95,617.4799805,617.8200073242188,614.3200073242188,616.1699829101562,327900000
12/11/95,619.5200195,620.9000244140625,617.1400146484375,617.4799805,342070000
12/12/95,618.7800293,619.5499877929688,617.6799926757812,619.5200195,349860000
12/13/95,621.6900024414062,622.0200195,618.2700195,618.7800293,415290000
12/14/95,616.9199829101562,622.8800048828125,616.1300048828125,621.6900024414062,465300000
12/15/95,616.3400268554688,617.7199707,614.4600219726562,616.9199829101562,636800000
12/18/95,606.8099975585938,616.3400268554688,606.1300048828125,616.3400268554688,426270000
12/19/95,611.9299926757812,611.9400024414062,605.0499877929688,606.8099975585938,478280000
12/20/95,605.9400024414062,614.2700195,605.9299926757812,611.9299926757812,437680000
12/21/95,610.4899902,610.5200195,605.9400024414062,605.9400024414062,415810000
12/22/95,611.9500122070312,613.5,610.4500122070312,610.4899902,289600000
12/26/95,614.2999877929688,614.5,611.9600219726562,611.9600219726562,217280000
12/27/95,614.5300293,615.7299805,613.75,614.2999877929688,252300000
12/28/95,614.1199951171875,615.5,612.4000244140625,614.5300293,288660000
12/29/95,615.9299926757812,615.9299926757812,612.3599853515625,614.1199951171875,321250000
1/2/96,620.7299805,620.7399902,613.1699829101562,615.9299926757812,364180000
1/3/96,621.3200073242188,623.25,619.5599975585938,620.7299805,468950000
1/4/96,617.7000122070312,624.4899902,613.9600219726562,621.3200073242188,512580000
1/5/96,616.7100219726562,617.7000122070312,612.0200195,617.7000122070312,437110000
1/8/96,618.4600219726562,618.4600219726562,616.4899902,616.7100219726562,130360000
1/9/96,609.4500122070312,619.1500244140625,608.2100219726562,618.4600219726562,417400000
1/10/96,598.4799805,609.4500122070312,597.2899780273438,609.4500122070312,496830000
1/11/96,602.6900024414062,602.7100219726562,597.5399780273438,598.4799805,408800000
1/12/96,601.8099975585938,604.7999877929688,597.4600219726562,602.6900024414062,383400000
1/15/96,599.8200073242188,603.4299926757812,598.4699707,601.8099975585938,306180000
1/16/96,608.4400024414062,608.4400024414062,599.0499877929688,599.8200073242188,425220000
1/17/96,606.3699951171875,609.9299926757812,604.7000122070312,608.4400024414062,458720000
1/18/96,608.2399902,608.2700195,604.1199951171875,606.3699951171875,450410000
1/19/96,611.8300170898438,612.9199829101562,606.7600098,608.2399902,497720000
1/22/96,613.4000244140625,613.4500122070312,610.9500122070312,611.8300170898438,398040000
1/23/96,612.7899780273438,613.4000244140625,610.6500244140625,613.4000244140625,416910000
1/24/96,619.9600219726562,619.9600219726562,612.7899780273438,612.7899780273438,476380000
1/25/96,617.0300293,620.1500244140625,616.6199951171875,619.9600219726562,453270000
1/26/96,621.6199951171875,621.7000122070312,615.2600098,617.0300293,385700000
1/29/96,624.2199707,624.2199707,621.4199829101562,621.6199951171875,363330000
1/30/96,630.1500244140625,630.2899780273438,624.2199707,624.2199707,464350000
1/31/96,636.0200195,636.1799926757812,629.4799805,630.1500244140625,472210000
2/1/96,638.4600219726562,638.4600219726562,634.5399780273438,636.0200195,461430000
2/2/96,635.8400268554688,639.2600098,634.2899780273438,638.4600219726562,420020000
2/5/96,641.4299926757812,641.4299926757812,633.7100219726562,635.8400268554688,377760000
2/6/96,646.3300170898438,646.6699829101562,639.6799926757812,641.4299926757812,465940000
2/7/96,649.9299926757812,649.9299926757812,645.5900268554688,646.3300170898438,462730000
2/8/96,656.0700073242188,656.5399780273438,647.9299926757812,649.9299926757812,474970000
2/9/96,656.3699951171875,661.0800170898438,653.6400146484375,656.0700073242188,477640000
2/12/96,661.4500122070312,662.9500122070312,656.3400268554688,656.3699951171875,397890000
2/13/96,660.5100098,664.2299805,657.9199829101562,661.4500122070312,441540000
2/14/96,655.5800170898438,661.5300293,654.3599853515625,660.5100098,421790000
2/15/96,651.3200073242188,656.8400268554688,651.1500244140625,655.5800170898438,415320000
2/16/96,647.9799805,651.4199829101562,646.9899902,651.3200073242188,445570000
2/20/96,640.6500244140625,647.9799805,638.7899780273438,647.9799805,395910000
2/21/96,648.0999755859375,648.1099853515625,640.6500244140625,640.6500244140625,431220000
2/22/96,658.8599853515625,659.75,648.0999755859375,648.0999755859375,485470000
2/23/96,659.0800170898438,663,652.25,658.8599853515625,443130000
2/26/96,650.4600219726562,659.0800170898438,650.1599731445312,659.0800170898438,399330000
2/27/96,647.2399902,650.6199951171875,643.8699951171875,650.4600219726562,431340000
2/28/96,644.75,654.3900146484375,643.9899902,647.2399902,447790000
2/29/96,640.4299926757812,646.9500122070312,639.0100098,644.75,453170000
3/1/96,644.3699951171875,644.3800048828125,635,640.4299926757812,471480000
3/4/96,650.8099975585938,653.5399780273438,644.3699951171875,644.3699951171875,417270000
3/5/96,655.7899780273438,655.7999877929688,648.7700195,650.8099975585938,445700000
3/6/96,652,656.9699707,651.6099853515625,655.7899780273438,428220000
3/7/96,653.6500244140625,653.6500244140625,649.5399780273438,652,425790000
3/8/96,633.5,653.6500244140625,627.6300048828125,653.6500244140625,546550000
3/11/96,640.0200195,640.4099731445312,629.9500122070312,633.5,449500000
3/12/96,637.0900268554688,640.0200195,628.8200073242188,640.0200195,454980000
3/13/96,638.5499877929688,640.5200195,635.1900024414062,637.0900268554688,413030000
3/14/96,640.8699951171875,644.1699829101562,638.5499877929688,638.5499877929688,492630000
3/15/96,641.4299926757812,642.8699951171875,638.3499755859375,640.8699951171875,529970000
3/18/96,652.6500244140625,652.6500244140625,641.4299926757812,641.4299926757812,437100000
3/19/96,651.6900024414062,656.1799926757812,649.7999877929688,652.6500244140625,438300000
3/20/96,649.9799805,653.1300048828125,645.5700073242188,651.6900024414062,409780000
3/21/96,649.1900024414062,651.5399780273438,648.0999755859375,649.9799805,367180000
3/22/96,650.6199951171875,652.0800170898438,649.1900024414062,649.1900024414062,329390000
3/25/96,650.0399780273438,655.5,648.8200073242188,650.6199951171875,336700000
3/26/96,652.9699707,654.3099975585938,648.1500244140625,650.0399780273438,400090000
3/27/96,648.9099731445312,653.9400024414062,647.5999755859375,652.9699707,406280000
3/28/96,648.9400024414062,649.5800170898438,646.3599853515625,648.9099731445312,370750000
3/29/96,645.5,650.9600219726562,644.8900146484375,648.9400024414062,413510000
4/1/96,653.7299805,653.8699951171875,645.5,645.5,392120000
4/2/96,655.2600098,655.2700195,652.8099975585938,653.7299805,406640000
4/3/96,655.8800048828125,655.8900146484375,651.8099975585938,655.2600098,386620000
4/4/96,655.8599853515625,656.6799926757812,654.8900146484375,655.8800048828125,383400000
4/8/96,644.2399902,655.8599853515625,638.0399780273438,655.8599853515625,411810000
4/9/96,642.1900024414062,646.3300170898438,640.8400268554688,644.2399902,426790000
4/10/96,633.5,642.7800293,631.7600098,642.1900024414062,475150000
4/11/96,631.1799926757812,635.2600098,624.1400146484375,633.5,519710000
4/12/96,636.7100219726562,637.1400146484375,631.1799926757812,631.1799926757812,413270000
4/15/96,642.4899902,642.4899902,636.7100219726562,636.7100219726562,346370000
4/16/96,645,645.5700073242188,642.1500244140625,642.4899902,453310000
4/17/96,641.6099853515625,645,638.7100219726562,645,465200000
4/18/96,643.6099853515625,644.6599731445312,640.7600098,641.6099853515625,415150000
4/19/96,645.0700073242188,647.3200073242188,643.6099853515625,643.6099853515625,435690000
4/22/96,647.8900146484375,650.9099731445312,645.0700073242188,645.0700073242188,395370000
4/23/96,651.5800170898438,651.5900268554688,647.7000122070312,647.8900146484375,452690000
4/24/96,650.1699829101562,653.3699951171875,648.25,651.5800170898438,494220000
4/25/96,652.8699951171875,654.1799926757812,647.0599975585938,650.1699829101562,462120000
4/26/96,653.4600219726562,656.4299926757812,651.9600219726562,652.8699951171875,402530000
4/29/96,654.1599731445312,654.7100219726562,651.5999755859375,653.4600219726562,344030000
4/30/96,654.1699829101562,654.5900268554688,651.0499877929688,654.1599731445312,393390000
5/1/96,654.5800170898438,656.4400024414062,652.2600098,654.1699829101562,404620000
5/2/96,643.3800048828125,654.5800170898438,642.1300048828125,654.5800170898438,442960000
5/3/96,641.6300048828125,648.4500122070312,640.2299805,643.3800048828125,434010000
5/6/96,640.8099975585938,644.6400146484375,636.1900024414062,641.6300048828125,375820000
5/7/96,638.2600098,641.4000244140625,636.9600219726562,640.8099975585938,410770000
5/8/96,644.7700195,644.7899780273438,630.0700073242188,638.2600098,495460000
5/9/96,645.4400024414062,647.9500122070312,643.1799926757812,644.7700195,404310000
5/10/96,652.0900268554688,653,645.4400024414062,645.4400024414062,428370000
5/13/96,661.5100098,662.1599731445312,652.0900268554688,652.0900268554688,394180000
5/14/96,665.5999755859375,666.9600219726562,661.5100098,661.5100098,460440000
5/15/96,665.4199829101562,669.8200073242188,664.4600219726562,665.5999755859375,447790000
5/16/96,664.8499755859375,667.1099853515625,662.7899780273438,665.4199829101562,392070000
5/17/96,668.9099731445312,669.8400268554688,664.8499755859375,664.8499755859375,429140000
5/20/96,673.1500244140625,673.6599731445312,667.6400146484375,668.9099731445312,385000000
5/21/96,672.7600098,675.5599975585938,672.2600098,673.1500244140625,409610000
5/22/96,678.4199829101562,678.4199829101562,671.2299805,672.7600098,423670000
5/23/96,676,681.0999755859375,673.4500122070312,678.4199829101562,431850000
5/24/96,678.5100098,679.7199707,676,676,329150000
5/28/96,672.2299805,679.9799805,671.5200195,678.5100098,341480000
5/29/96,667.9299926757812,673.7299805,666.0900268554688,672.2299805,346730000
5/30/96,671.7000122070312,673.5100098,664.5599975585938,667.9299926757812,381960000
5/31/96,669.1199951171875,673.4600219726562,667,671.7000122070312,351750000
6/3/96,667.6799926757812,669.1199951171875,665.1900024414062,669.1199951171875,318470000
6/4/96,672.5599975585938,672.5999755859375,667.6799926757812,667.6799926757812,386040000
6/5/96,678.4400024414062,678.4500122070312,672.0900268554688,672.5599975585938,380360000
6/6/96,673.0300293,680.3200073242188,673.0200195,678.4400024414062,466940000
6/7/96,673.3099975585938,673.3099975585938,662.4799805,673.0300293,445710000
6/10/96,672.1599731445312,673.6099853515625,670.1500244140625,673.3099975585938,337480000
6/11/96,670.9699707,676.7199707,669.9400024414062,672.1599731445312,405390000
6/12/96,669.0399780273438,673.6699829101562,668.7700195,670.9699707,397190000
6/13/96,667.9199829101562,670.5399780273438,665.4899902,669.0399780273438,397620000
6/14/96,665.8499755859375,668.4000244140625,664.3499755859375,667.9199829101562,390630000
6/17/96,665.1599731445312,668.2700195,664.0900268554688,665.8499755859375,298410000
6/18/96,662.0599975585938,666.3599853515625,661.3400268554688,665.1599731445312,373290000
6/19/96,661.9600219726562,665.6199951171875,661.2100219726562,662.0599975585938,383610000
6/20/96,662.0999755859375,664.9600219726562,658.75,661.9600219726562,441060000
6/21/96,666.8400268554688,666.8400268554688,662.0999755859375,662.0999755859375,520340000
6/24/96,668.8499755859375,671.0700073242188,666.8400268554688,666.8400268554688,333840000
6/25/96,668.4799805,670.6500244140625,667.2899780273438,668.8499755859375,391900000
6/26/96,664.3900146484375,668.4899902,663.6699829101562,668.4799805,386520000
6/27/96,668.5499877929688,668.9000244140625,661.5599975585938,664.3900146484375,405580000
6/28/96,670.6300048828125,672.6799926757812,668.5499877929688,668.5499877929688,470460000
7/1/96,675.8800048828125,675.8800048828125,670.6300048828125,670.6300048828125,345750000
7/2/96,673.6099853515625,675.8800048828125,672.5499877929688,675.8800048828125,388000000
7/3/96,672.4000244140625,673.6400146484375,670.2100219726562,673.6099853515625,336260000
7/5/96,657.4400024414062,672.4000244140625,657.4099731445312,672.4000244140625,181470000
7/8/96,652.5399780273438,657.6500244140625,651.1300048828125,657.4400024414062,367560000
7/9/96,654.75,656.5999755859375,652.5399780273438,652.5399780273438,400170000
7/10/96,656.0599975585938,656.2700195,648.3900146484375,654.75,421350000
7/11/96,645.6699829101562,656.0599975585938,639.5200195,656.0599975585938,520470000
7/12/96,646.1900024414062,647.6400146484375,640.2100219726562,645.6699829101562,396740000
7/15/96,629.7999877929688,646.1900024414062,629.6900024414062,646.1900024414062,419020000
7/16/96,628.3699951171875,631.9899902,605.8800048828125,629.7999877929688,682980000
7/17/96,634.0700073242188,636.6099853515625,628.3699951171875,628.3699951171875,513830000
7/18/96,643.5599975585938,644.4400024414062,633.2899780273438,634.0700073242188,474460000
7/19/96,638.7299805,643.5100098,635.5,643.5100098,408070000
7/22/96,633.7700195,638.7299805,630.3800048828125,638.7299805,327300000
7/23/96,626.8699951171875,637.7000122070312,625.6500244140625,633.7899780273438,421900000
7/24/96,626.6500244140625,629.0999755859375,616.4299926757812,626.1900024414062,463030000
7/25/96,631.1699829101562,633.5700073242188,626.6500244140625,626.6500244140625,405390000
7/26/96,635.9000244140625,636.2299805,631.1699829101562,631.1699829101562,349900000
